시군구코드,지정년도,지정번호,신청일자,지정일자,취소일자,불가일자,업소명,소재지도로명,소재지지번,허가(신고)번호,업태명,주된음식,영업장면적(㎡),행정동명,급수시설구분
3200000,2018,31  ,20050614,20181109,,,산야로,서울특별시 관악구 관악로 111, (봉천동,지상1층),서울특별시 관악구 봉천동  1592번지 13호  지상1층,3200000-101-2002-00003,한식,,183.60,청룡동,상수도전용
3200000,2002,0222,20021018,20021231,20070727,,백상갈비,서울특별시 관악구 낙성대로 18, (봉천동),서울특별시 관악구 봉천동  1625번지 31호  ,3200000-101-1986-00318,한식,돼지갈비,70.70,낙성대동,상수도전용
3200000,2018,68  ,20160920,20181109,20191111,,할매순대국 난곡점,서울특별시 관악구 난우길 20, (신림동),서울특별시 관악구 신림동  608번지 30호  ,3200000-101-2003-00505,한식,,60.48,미성동,
3200000,2006,0386,20060510,20060711,20180604,,훈담,서울특별시 관악구 봉천로7길 25, 1-2층 (봉천동),서울특별시 관악구 봉천동  736번지 1호  ,3200000-101-1997-05884,한식,,127.75,보라매동,상수도전용
3200000,2010,0514,20100510,20100510,20160630,,남원추어탕,서울특별시 관악구 봉천로 441, 지상1층 (봉천동),서울특별시 관악구 봉천동  885번지 33호  지상1층,3200000-101-2010-00005,한식,,124.00,중앙동,
3200000,2001,0117,20010630,20010701,20021119,,킹크랩대게한상,서울특별시 관악구 남부순환로 1685, 1층 (봉천동),서울특별시 관악구 봉천동  949번지 20호  지상1층,3200000-101-1992-00257,한식,고기부페,230.46,은천동,상수도전용
3200000,2005,0117,20050614,20050630,20060711,,킹크랩대게한상,서울특별시 관악구 남부순환로 1685, 1층 (봉천동),서울특별시 관악구 봉천동  949번지 20호  지상1층,3200000-101-1992-00257,한식,고기부페,230.46,은천동,상수도전용
3200000,,,20050614,,20111212,,엔조 파스타&피자,서울특별시 관악구 관악로 154, (봉천동),서울특별시 관악구 봉천동  1598번지 1호  지상1층,3200000-101-1982-00545,경양식,,60.50,낙성대동,상수도전용
3200000,2001,0119,20010630,20010701,20050630,,장항복아구전문,서울특별시 관악구 봉천로 186, 1~2층 (신림동),서울특별시 관악구 신림동  1446번지 2호  ,3200000-101-1997-05906,한식,복해장국,148.88,신림동,상수도전용
3200000,2019,0008,20190830,20191111,,,삼다돈가(봉천점),서울특별시 관악구 관악로 246, 3층 (봉천동),서울특별시 관악구 봉천동  37번지 86호  ,3200000-101-2017-00297,식육(숯불구이),,167.27,행운동,
3200000,,,20170920,,,20171017,소래포구,서울특별시 관악구 봉천로 552, 1층 (봉천동),서울특별시 관악구 봉천동  1627번지 2호  ,3200000-101-2010-00045,일식,,98.00,낙성대동,
3200000,,,20170920,,,20171017,담양죽순추어탕,서울특별시 관악구 남부순환로 2082-37, (남현동),서울특별시 관악구 남현동  1060번지 17호  ,3200000-101-2003-00299,한식,,106.30,남현동,상수도전용
3200000,,,20170920,,,20171017,참이맛감자탕,서울특별시 관악구 신림로 269, 1층 (신림동),서울특별시 관악구 신림동  1634번지 18호  ,3200000-101-1998-07732,한식,,79.05,신원동,상수도전용
3200000,,,20150615,,,20150903,흑룡강성,서울특별시 관악구 쑥고개로 68-1, 1층 (봉천동),서울특별시 관악구 봉천동  1540번지 40호  ,3200000-101-2010-00418,한식,,125.40,청룡동,
3200000,2001,0004,20010630,20010701,20030908,,강강술래 신림본동점,서울특별시 관악구 남부순환로 1660, (신림동),서울특별시 관악구 신림동  10번지 518호  ,3200000-101-2000-10799,한식,소갈비,900.36,서원동,상수도전용
3200000,2007,408 ,20070720,20070727,20080725,,정담은 보쌈,서울특별시 관악구 남부순환로 1661, (봉천동, 지상2,3,4층),서울특별시 관악구 봉천동  959번지 4호  ,3200000-101-2006-00150,한식,삼선자장면,540.68,은천동,상수도전용
3200000,,,20050614,,20141203,,월화고기,서울특별시 관악구 보라매로3길 16, (봉천동),서울특별시 관악구 봉천동  732번지 3호  ,3200000-101-2002-00428,한식,,400.00,보라매동,
3200000,,,20160920,,,20161109,다래성,서울특별시 관악구 은천로 83-1, (봉천동,지상2층),서울특별시 관악구 봉천동  622번지 61호  지상2층,3200000-101-2004-00412,한식,,74.71,은천동,상수도전용
3200000,2018,38  ,20050614,20181109,,,양반,서울특별시 관악구 시흥대로 552-1, 지상1층 (신림동),서울특별시 관악구 신림동  1655번지 23호  ,3200000-101-2001-11597,한식,,24.00,조원동,상수도전용
3200000,,,20010630,,20111212,,숙성원 족발. 보쌈,서울특별시 관악구 남현1길 42, (남현동),서울특별시 관악구 남현동  1062번지 23호  ,3200000-101-1989-00206,한식,,128.92,남현동,상수도전용
3200000,2009,454 ,20090313,20090501,20111024,,바우네나주곰탕 봉천점,서울특별시 관악구 봉천로 309, 1층 (봉천동),서울특별시 관악구 봉천동  963번지 7호  지상1층,3200000-101-1992-07278,한식,매운탕,24.48,보라매동,상수도전용
3200000,2013,532 ,20130709,20131105,20171117,,송탄부대찌개,서울특별시 관악구 봉천로 382-1, 1층 (봉천동),서울특별시 관악구 봉천동  926번지 1호  ,3200000-101-2012-00270,한식,부대찌개,50.98,은천동,상수도전용
3200000,2005,0214,20050614,20050630,20070727,,청국장과보리밥,서울특별시 관악구 관악로24길 80, 1층 (봉천동),서울특별시 관악구 봉천동  19번지 3호  ,3200000-101-1996-06099,한식,삼겹살,61.38,행운동,상수도전용
3200000,,,20110711,,20141203,,돈벼락삼겹살,서울특별시 관악구 난곡로 341, (신림동,지상1층),서울특별시 관악구 신림동  522번지 2호  지상1층,3200000-101-2010-00099,한식,,187.23,조원동,
3200000,,,20010630,,20090923,,(주)참배나무골 ,서울특별시 관악구 남부순환로 2068, 지하1층 (남현동, 르메이에르강남타운1차),서울특별시 관악구 남현동  1059번지 1호  르메이에르강남타운1차,3200000-101-1997-05948,한식,,459.50,남현동,상수도전용
3200000,2001,0007,20010630,20010701,20070725,,고려숯불갈비,서울특별시 관악구 신원로4길 46, 1층 (신림동),서울특별시 관악구 신림동  1635번지 101호  ,3200000-101-1995-06389,한식,돼지갈비,109.85,신원동,상수도전용
3200000,,,20140717,,,20141110,고려숯불갈비,서울특별시 관악구 신원로4길 46, 1층 (신림동),서울특별시 관악구 신림동  1635번지 101호  ,3200000-101-1995-06389,한식,,109.85,신원동,상수도전용
3200000,2018,49  ,20170920,20181109,20211115,,크라운호프(신림녹두점),서울특별시 관악구 호암로24길 37, (신림동,지상1층),서울특별시 관악구 신림동  1522번지 7호  지상1층,3200000-101-2001-11614,한식,,99.31,대학동,
3200000,2018,110 ,20100517,20181109,20211115,,킹수산 98 랍스타,서울특별시 관악구 관천로 43, 지상1층 (신림동),서울특별시 관악구 신림동  1587번지 10호  ,3200000-101-1996-06106,한식,,98.93,신원동,상수도전용
3200000,2018,33  ,20050614,20181109,20211115,,전준수명품청기와감자탕 낙성대점,서울특별시 관악구 봉천로 572, 1층 (봉천동),서울특별시 관악구 봉천동  1629번지 1호  ,3200000-101-2001-04321,한식,,103.20,낙성대동,상수도전용
3200000,2018,0022,20070725,20181109,20211115,,신안산낙지,서울특별시 관악구 봉천로 213-18, 1층 (봉천동),서울특별시 관악구 봉천동  972번지 42호  ,3200000-101-2003-00175,한식,,118.10,보라매동,
3200000,2018,61  ,20160920,20181109,20211115,,장수촌풍천장어,서울특별시 관악구 남부순환로 1465, 1층 (신림동),서울특별시 관악구 신림동  538번지 7호  ,3200000-101-2006-00352,한식,,221.49,조원동,
3200000,2018,80  ,20150605,20181109,20211115,,정가네 낙지마당,서울특별시 관악구 관악로 138, 1-2층 (봉천동),서울특별시 관악구 봉천동  1597번지 20호  ,3200000-101-2014-00330,한식,,141.16,낙성대동,상수도전용
3200000,2018,53  ,20170920,20181109,20221124,,하나감자탕,서울특별시 관악구 신림로65길 24, (신림동),서울특별시 관악구 신림동  1432번지 111호  ,3200000-101-1991-00474,한식,,79.20,신림동,상수도전용
3200000,2018,127 ,20090313,20181109,20221124,,삼미옥,서울특별시 관악구 남부순환로 1829-6, 1-2층 (봉천동),서울특별시 관악구 봉천동  852번지 6호  ,3200000-101-2000-00008,한식,,141.62,행운동,상수도전용
3200000,2018,84  ,20140708,20181109,20221124,,백년초갈비탕,서울특별시 관악구 신림로7길 10, 1층 (신림동),서울특별시 관악구 신림동  236번지 3호  ,3200000-101-2005-00129,한식,,90.34,대학동,상수도전용
3200000,2018,91  ,20120629,20181109,20221124,,돈가대박집,서울특별시 관악구 관악로 222, (봉천동,1층),서울특별시 관악구 봉천동  33번지 3호  1층,3200000-101-2008-00148,한식,,125.00,행운동,
3200000,2018,0001,20181109,20181109,20221124,,만나칼국수,서울특별시 관악구 봉천로7길 23, (봉천동,지하1층),서울특별시 관악구 봉천동  701번지 1호  지하1층,3200000-101-2006-00093,분식,,85.70,보라매동,상수도전용
3200000,2018,0003,20181109,20181109,,,모힝,서울특별시 관악구 남부순환로226길 36, 2층 (봉천동),서울특별시 관악구 봉천동  1598번지 6호  지상2층,3200000-101-2012-00405,한식,,61.84,낙성대동,상수도전용
3200000,,,20090313,,20111024,,옥천민물매운탕,서울특별시 관악구 봉천로62길 10, 1층 (봉천동),서울특별시 관악구 봉천동  1626번지 29호  ,3200000-101-1998-10001,한식,,46.86,낙성대동,상수도전용
3200000,2010,0508,20100510,20100629,20170306,,조마루감자탕,서울특별시 관악구 양녕로 46, (봉천동,지상2층메카플러스204호205호206호),서울특별시 관악구 봉천동  463번지 4호  지상2층메카플러스204호205호206호,3200000-101-2008-00039,한식,샤브샤브,239.51,중앙동,
3200000,2019,0006,20190830,20191111,,,할매순대국&양선지해장국,서울특별시 관악구 남부순환로 1627, (신림동,1층),서울특별시 관악구 신림동  1422번지 17호  1층,3200000-101-2000-10720,한식,,49.50,신림동,상수도전용
3200000,2001,0189,20011230,20011231,20041207,,풍성구이,서울특별시 관악구 보라매로 23, (봉천동),서울특별시 관악구 봉천동  732번지 5호  ,3200000-101-1987-07240,한식,회정식,71.92,보라매동,상수도전용
3200000,2021,5   ,20211031,20211115,,,꾸이한끼 신림점,서울특별시 관악구 대학5길 13, 1층 (신림동),서울특별시 관악구 신림동  241번지 110호  ,3200000-101-1986-00230,한식,,79.00,대학동,상수도전용
3200000,2020,0003,20200831,20201111,,,삼백돈돈가츠,서울특별시 관악구 남부순환로230길 48, 1층 (봉천동),서울특별시 관악구 봉천동  1610번지 27호  ,3200000-101-2017-00275,경양식,돈가스,60.45,낙성대동,
3200000,2001,0060,20010630,20010701,20050720,,참이맛감자탕,서울특별시 관악구 남현3길 74, 1층 (남현동),서울특별시 관악구 남현동  602번지 22호  ,3200000-101-1996-04547,한식,브로이정식,83.85,남현동,상수도전용
3200000,2005,0060,20050614,20050630,20070725,,참이맛감자탕,서울특별시 관악구 남현3길 74, 1층 (남현동),서울특별시 관악구 남현동  602번지 22호  ,3200000-101-1996-04547,한식,브로이정식,83.85,남현동,상수도전용
3200000,2001,0149,20011230,20011231,20050314,,뽕잎사랑봉천점,서울특별시 관악구 남부순환로 1726, 2층 (봉천동),서울특별시 관악구 봉천동  930번지 1호  지상2층,3200000-101-2001-00093,한식,돼지갈비,121.22,청룡동,상수도전용
3200000,,,20160920,,,20161109,더고기 서울대맛집,서울특별시 관악구 관악로16길 16, 1층 (봉천동),서울특별시 관악구 봉천동  854번지 1호  ,3200000-101-2016-00206,한식,,145.54,낙성대동,상수도전용
3200000,2005,0346,20050614,20050630,20171106,,구수옥설렁탕,서울특별시 관악구 남부순환로 1674, (신림동),서울특별시 관악구 신림동  10번지 629호  ,3200000-101-2002-00443,한식,해물찜,155.18,서원동,상수도전용
3200000,,,20160920,,,20161109,이금옥샤브샤브칼국수,서울특별시 관악구 관악로 132, 2층 (봉천동),서울특별시 관악구 봉천동  1597번지 24호  ,3200000-101-2014-00443,한식,,110.00,낙성대동,상수도전용
3200000,,,20220831,,,,스타동(봉천점),서울특별시 관악구 남부순환로 1726, 1층 (봉천동),서울특별시 관악구 봉천동  930번지 1호  ,3200000-101-2018-00427,일식,,43.00,청룡동,
3200000,,,20220831,,,,팔일오 광복점(8.15 광복점),서울특별시 관악구 인헌4길 11, (봉천동, 지상1층),서울특별시 관악구 봉천동  1638번지 5호  ,3200000-101-2011-00501,분식,,24.19,인헌동,상수도전용
3200000,2022,0001,20220831,20221124,,,교꾸스시,서울특별시 관악구 남현1길 9, 제1층 제101호 (남현동, 현대이즈빌),서울특별시 관악구 남현동  1058번지 7호  현대이즈빌,3200000-101-2013-00252,통닭(치킨),초밥,69.71,남현동,상수도전용
3200000,2022,0002,20220831,20221124,,,남도숯불생고기,서울특별시 관악구 난곡로31길 5, 성수빌딩 1동 1층 (신림동),서울특별시 관악구 신림동  704번지 13호  성수빌딩,3200000-101-2020-00557,한식,숯불고기,219.45,난곡동,상수도전용
3200000,2022,0003,20220831,20221124,,,동화반점,서울특별시 관악구 관악로 268, 2층 (봉천동),서울특별시 관악구 봉천동  14번지 52호  ,3200000-101-2004-00052,중국식,자장면,114.21,청림동,상수도전용
3200000,2022,0004,20220831,20221124,,,사시사철 흑염소.오리,서울특별시 관악구 남부순환로 1888, GTI 빌딩 1층 (봉천동),서울특별시 관악구 봉천동  1662번지 13호  GTI 빌딩,3200000-101-2016-00420,한식,흑염소, 오리탕,66.00,낙성대동,상수도전용
3200000,2018,0011,20180831,20181109,20211115,,카페그날,서울특별시 관악구 남부순환로186길 12, 지하1층 (신림동),서울특별시 관악구 신림동  10번지 277호  ,3200000-101-2016-00361,한식,,94.86,서원동,
3200000,2022,0006,20220831,20221124,,,제주생선구이 올레밥상(사당점),서울특별시 관악구 남현1길 40, 유일빌딩 지하1층 (남현동),서울특별시 관악구 남현동  1062번지 1호  유일빌딩,3200000-101-2018-00193,정종/대포집/소주방,생선구이,198.50,남현동,
3200000,2022,0007,20220831,20221124,,,효의 초밥,서울특별시 관악구 난곡로 83, 1층 102, 103호 (신림동),서울특별시 관악구 신림동  667번지 21호  ,3200000-101-2018-00287,호프/통닭,초밥,61.00,난향동,
3200000,2018,62  ,20160920,20181109,,,런던부페,서울특별시 관악구 남부순환로 1454, 지상3~5층 (신림동),서울특별시 관악구 신림동  1484번지 1호  ,3200000-101-1996-04215,뷔페식,,1924.11,미성동,상수도전용
3200000,2007,403 ,20070720,20070727,20091021,,제주은갈치,서울특별시 관악구 관악로 139, 1층 (봉천동),서울특별시 관악구 봉천동  1590번지 7호  지상1층,3200000-101-2001-05599,한식,갈치조림,85.00,청룡동,상수도전용
3200000,2022,0005,20220831,20221124,,,(주)첨지,서울특별시 관악구 남부순환로176길 18, 2층 (신림동),서울특별시 관악구 신림동  1639번지 32호  지상2층,3200000-101-1994-10871,한식,,72.60,서원동,
3200000,2001,0167,20011230,20011231,20040520,,소담소담,서울특별시 관악구 난곡로66길 11, 1층 (신림동),서울특별시 관악구 신림동  528번지 25호  ,3200000-101-1994-06670,한식,해물탕,86.07,신사동,상수도전용
3200000,2018,47  ,20170920,20181109,,,소담소담,서울특별시 관악구 난곡로66길 11, 1층 (신림동),서울특별시 관악구 신림동  528번지 25호  ,3200000-101-1994-06670,한식,,86.07,신사동,상수도전용
3200000,2020,0007,20200831,20201111,,,눈꽃초밥,서울특별시 관악구 법원단지길 38, 1층 (신림동),서울특별시 관악구 신림동  611번지 7호  ,3200000-101-2020-00186,일식,초밥,42.90,난곡동,상수도전용
3200000,2020,0008,20200831,20201111,,,병천가마솥순대국,서울특별시 관악구 호암로22길 77, 지상1층 (신림동),서울특별시 관악구 신림동  1538번지 13호  ,3200000-101-1996-06068,한식,순대국,80.00,대학동,상수도전용
3200000,2020,0002,20200831,20201111,,,소문난대구왕뽈찜,서울특별시 관악구 봉천로62길 5, (봉천동),서울특별시 관악구 봉천동  1627번지 10호  ,3200000-101-2003-00579,한식,찜류,106.53,낙성대동,
3200000,2020,0004,20200831,20201111,,,예소반,서울특별시 관악구 문성로 225, 1층 (신림동),서울특별시 관악구 신림동  1635번지 114호  ,3200000-101-2020-00166,한식,명태조림김치찜,67.91,신원동,상수도전용
3200000,2006,380 ,20060703,20060711,20070727,,옥돌집,서울특별시 관악구 관악로 208, (봉천동),서울특별시 관악구 봉천동  62번지 17호  ,3200000-101-1991-00179,한식,불고기,109.63,행운동,상수도전용
3200000,2018,65  ,20160920,20181109,,,막불감동,서울특별시 관악구 남부순환로 1599, 지하1층 (신림동),서울특별시 관악구 신림동  1433번지 60호  ,3200000-101-2015-00117,한식,,118.00,신림동,
3200000,2001,0076,20010630,20010701,20020618,,삼미옥,서울특별시 관악구 남부순환로 1829-6, 1-2층 (봉천동),서울특별시 관악구 봉천동  852번지 6호  ,3200000-101-2000-00008,한식,설렁탕, 수육,141.62,행운동,상수도전용
3200000,2005,0076,20050614,20050630,20070727,,삼미옥,서울특별시 관악구 남부순환로 1829-6, 1-2층 (봉천동),서울특별시 관악구 봉천동  852번지 6호  ,3200000-101-2000-00008,한식,설렁탕,수육,141.62,행운동,상수도전용
3200000,2018,41  ,20050614,20181109,,,탐나종합어시장(구로디지털역점),서울특별시 관악구 조원로 7, 1층 (신림동),서울특별시 관악구 신림동  1644번지 5호  지상1층,3200000-101-2001-00128,중국식,,139.93,조원동,상수도전용
3200000,2001,0087,20010630,20010701,20060711,,달인족발,서울특별시 관악구 난우길 26-1, 1층 (신림동),서울특별시 관악구 신림동  601번지 9호  ,3200000-101-1997-05965,한식,돼지갈비,79.20,미성동,상수도전용
3200000,2018,107 ,20150616,20181109,,,달인족발,서울특별시 관악구 난우길 26-1, 1층 (신림동),서울특별시 관악구 신림동  601번지 9호  ,3200000-101-1997-05965,한식,,79.20,미성동,상수도전용
3200000,2001,0113,20010630,20010701,20050421,,하나감자탕,서울특별시 관악구 신림로65길 24, (신림동),서울특별시 관악구 신림동  1432번지 111호  ,3200000-101-1991-00474,한식,돼지갈비,79.20,신림동,상수도전용
3200000,2018,0021,20010630,20181109,,,풍년집본가,서울특별시 관악구 난곡로 232, (신림동),서울특별시 관악구 신림동  607번지 35호  ,3200000-101-1998-05760,한식,,210.62,미성동,상수도전용
3200000,,,20170920,,,,돼지고기 한주먹 주먹대장,서울특별시 관악구 신림로 391, 1층 (신림동),서울특별시 관악구 신림동  1429번지 1호  지상1층,3200000-101-1987-07497,한식,,76.23,신림동,상수도전용
3200000,2005,0277,20050614,20050630,20070727,,노가의리,서울특별시 관악구 남현1길 20, 1층 (남현동),서울특별시 관악구 남현동  1064번지 3호  지상1층,3200000-101-1992-07341,한식,갈비탕,96.60,남현동,상수도전용
3200000,,,20110711,,20141203,,노가의리,서울특별시 관악구 남현1길 20, 1층 (남현동),서울특별시 관악구 남현동  1064번지 3호  지상1층,3200000-101-1992-07341,한식,,96.60,남현동,상수도전용
3200000,2001,0082,20010630,20010701,20070727,,서울식당,서울특별시 관악구 신림동길 6, 지상1층 (신림동),서울특별시 관악구 신림동  1430번지 12호  ,3200000-101-1995-06615,한식,장어구이,119.65,신림동,상수도전용
3200000,2005,0333,20050614,20050630,20070727,,미추원주추어탕,서울특별시 관악구 관악로 108, (지상2층)호 (봉천동),서울특별시 관악구 봉천동  1595번지 8호  -(지상2층),3200000-101-2001-00473,한식,추어탕,234.00,낙성대동,상수도전용
3200000,2018,43  ,20070720,20181109,,,황제갈비,서울특별시 관악구 남부순환로 1644, (신림동,,-29  지상2층,3층),서울특별시 관악구 신림동  1411번지 28호  ,-29  지상2층,3층,3200000-101-2006-00034,한식,,690.03,서원동,상수도전용
3200000,2001,0105,20010630,20010701,20070727,,오장동흥남집,서울특별시 관악구 신림로 299, 1층 (신림동),서울특별시 관악구 신림동  1637번지 11호  오장동냉면집빌딩,3200000-101-1996-06282,한식,회냉면,82.50,서원동,상수도전용
3200000,2018,0004,20180831,20181109,,,부추삼겹살 딱이야,서울특별시 관악구 신림동5길 49, 1층 (신림동),서울특별시 관악구 신림동  1432번지 128호  ,3200000-101-2018-00207,한식,,93.58,신림동,
3200000,2001,0030,20010630,20010701,20070727,,두둑한샤브칼국수,서울특별시 관악구 신림로64길 17, 1층 (신림동),서울특별시 관악구 신림동  1421번지 45호  지상1층,3200000-101-1993-00529,한식,불고기,158.30,신림동,상수도전용
3200000,2018,118 ,20090313,20181109,20221124,,펀비어킹,서울특별시 관악구 신림동5길 48, 늘푸른빌딩 지하1층 (신림동),서울특별시 관악구 신림동  1434번지 20호  늘푸른빌딩,3200000-101-2008-00210,일식,,144.02,신림동,
3200000,2020,0001,20200831,20201111,,,정남옥 서울대입구점,서울특별시 관악구 관악로 148, (봉천동,지하1층),서울특별시 관악구 봉천동  1598번지 20호  지하1층,3200000-101-2009-00085,한식,순대국,90.00,낙성대동,
3200000,2008,0453,20080510,20080721,20131204,,펀 비어킹,서울특별시 관악구 조원로 107, 1층 (신림동),서울특별시 관악구 신림동  514번지 19호  1층,3200000-101-2011-00411,한식,삼겹살,130.80,신사동,
3200000,,,20090313,,,20090501,강창구찹쌀진순대 신림점,서울특별시 관악구 호암로24길 16, (신림동,지상1층),서울특별시 관악구 신림동  1532번지 1호  지상1층,3200000-101-2008-00037,한식,,107.34,대학동,
3200000,2001,0044,20010630,20010701,20040621,,대호아구집,서울특별시 관악구 남부순환로 1829-9, (봉천동),서울특별시 관악구 봉천동  858번지 4호  ,3200000-101-1983-00400,한식,대구탕,110.34,행운동,상수도전용
3200000,2018,0023,20080710,20181109,,,대호아구집,서울특별시 관악구 남부순환로 1829-9, (봉천동),서울특별시 관악구 봉천동  858번지 4호  ,3200000-101-1983-00400,한식,,110.34,행운동,상수도전용
